key,sw
t1.170,"Aina ya kipimo cha urefu kwa thamani ya 'final_lmax'. Chaguzi ni: 'TL = urefu kamili, SL = urefu wa kawaida, WD = upana, CL = urefu wa gamba, CW = upana wa gamba, ML = urefu wa kichwa, ShL = urefu wa gamba'."
t1.171,"Urefu wa juu wa mwisho (cm) kwa kila spishi unaotumika katika hesabu, kutoka kwa safu ya 'lmax' au safu ya 'lmax_tl' kulingana na aina ya urefu inayotakiwa."
t1.172,"Nambari ya 'loo' iliyokokotolewa kwa kutumia idadi ya 'final_lmax' katika formula ""= (10^(0.044 + 0.9841* LOG10(final_lmax)))"""
t1.173,"Urefu wa ukomavu unakadiriwa kwa kutumia thamani iliyokokotwa kutoka kwenye safu ya 'calc_loo', kwa kutumia formula ""(10^(0.8979 * LOG10(calc_loo) - 0.0782))""."
t1.174,Urefu wa mwisho wa ukomavu (cm) uliopatikana kutoka kwenye mahesabu ya safu 'calc_lmat' column rounded to the nearest tenth.
t1.175,"Hesabu ya kuamua kikomo cha urefu wa chini, inayokokotolewa kiotomatiki katika Smartsheet kwa kutumia formula ""= [final_lmat]@row * 0.5"""
t1.176,"Kikomo cha urefu wa juu (cm) kinachotumika kwa tahadhari za thamani kulingana na thamani ya 'final_lmax', inayokokotolewa kiotomatiki katika Smartsheet kwa kutumia formula ""= [final_lmax]@row"""
t1.177,"Upeo wa urefu wa chini kabisa (cm) uliotumika kwa tahadhari ya thamani kulingana na thamani ya 'calc_limit_min', uliokokotwa kiotomatiki katika Smartsheet kwa kutumia formula ""[calc_limit_min]@row""."
t1.178,"Kikomo cha uzito wa juu (kg) kinachotumika kwa tahadhari za thamani kulingana na thamani za 'length_limit_max', 'a', na 'b', inayokokotolewa kiotomatiki katika Smartsheet kwa kutumia formula ""=(([length_limit_max]@row ^ b@row) * a@row) / 1000"""
t1.179,"Kikomo cha uzito wa chini (kg) kinachotumika kwa tahadhari za thamani kulingana na thamani za 'length_limit_min', 'a', na 'b', inayokokotolewa kiotomatiki katika Smartsheet kwa kutumia formula ""=(([length_limit_min]@row ^ b@row) * a@row) / 1000"""
t1.180,"Uzito wa wastani (kg), unaokokotolewa kiotomatiki katika Smartsheet kwa kutumia formula ""=([weight_limit_max]@row + [weight_limit_min]@row) / 2"""
t1.181,Kumbukumbu au fomula ya thamani ya' avg_weight'
t1.182,"KWELI / SASA (1) AU UONGO/HAIPO (0), inayotokana na safu ya 'Oceanic' katika fishbase 'ecology' tbl."
t1.183,"KWELI / SASA (1) AU UONGO/HAIPO (0), inayotokana na safu Ya 'Matumbawe' katika fishbase 'ecology' tbl."
t1.184,"KWELI / SASA (1) AU UONGO/HAIPO (0), inayotokana na safu ya 'Mikoko' katika fishbase 'ecology' tbl."
t1.185,"KWELI / SASA (1) au UONGO/HAIPO (0), inayotokana na safu ya 'Nyasibahari' katika fishbase 'ecology' tbl."
t1.186,"KWELI / SASA (1) au UONGO/HAIPO (0), inayotokana na safu ya 'Matope' katika fishbase 'ecology' tbl."
t1.187,"KWELI / SASA (1) au UONGO/HAIPO (0), inayotokana na safu ya 'Mchanga' katika fishbase 'ecology' tbl."
t1.188,"KWELI/SASA (1) au UONGO / HAIPO (0), inayotokana na safu Ya 'Estuaries' katika fishbase 'ecology' tbl."
faq,Maswali Yanayoulizwa Mara Kwa Mara:
q1,"Mara tu ninapoongeza msimamizi 1 mpya, inachukua muda gani kabla ya kuonekana kwenye kushuka kwa Msimamizi 2?"
a1,"Itachukua takriban dakika 15 kabla ya maingizo mapya kupatikana katika orodha za kushuka chini zinazoendeshwa dynamic. Hii inahusu orodha ya kushuka chini ya msimamizi 2 katika msimamizi 3_ref, orodha ya kushuka chini ya species_group katika gear_ref, orodha ya kushuka chini ya admin3 katika buyer_ref, fisher_ref, data_collector, nk. Tazama Mchoro 5 kwa orodha kamili ya orodha za kushuka chini zinazoendeshwa na mienendo na mtiririko wao kupitia faili za marejeleo."
q2,"Mara nitakapoongeza au kusasisha faili za kumbukumbu, inachukua muda gani kabla ya sasisho kuonekana katika tafiti za Kobo?"
a2,Unapaswa kuona fomu ya Kobo iliyosasishwa ndani ya masaa 12-24.
q3,"Majina ya wanunuzi, wavuvi, na wakusanyaji takwimu yanapaswa kurekodiwa vipi?"
a3,"Kwa hali bora, majina yanapaswa kuwa ya kipekee kwa kila mtu na yakiwemo jina la kwanza, jina la mwisho, na jina la utani. Ikiwa mtu hapendi kushiriki jina lake kamili la mwisho, unaweza pia kutumia herufi ya kwanza au herufi ya kwanza ya jina lake la mwisho."
fig5,Muunganisho wa orodha za kushuka chini zinazoendeshwa na mienendo kati ya faili za kumbukumbu.
