key,fil
t1.177,"Minimum na limitasyon sa Haba (cm) na ginagamit para sa mga babala sa halaga batay sa halaga ng' calc_limit_min', awtomatikong kinakalkula sa Smartsheet gamit ang formula na ""=[calc_limit_min]@row"""
t1.178,"Maximum na limitasyon sa Timbang (kg) na ginamit para sa mga babala sa halaga batay sa mga halagang 'length_limit_max', 'a', at 'b', awtomatikong kinakalkula sa Smartsheet gamit ang formula na ""=(([length_limit_max]@row ^ B@row) * a@row) / 1000"""
t1.179,"Minimum na limitasyon sa Timbang (kg) na ginamit para sa mga babala sa halaga batay sa mga halagang 'length_limit_min', 'a', at 'b', awtomatikong kinakalkula sa Smartsheet gamit ang formula na ""=(([length_limit_min]@row ^ B@row) * a@row) / 1000"""
t1.180,"Average na timbang (kg), awtomatikong kinakalkula sa Smartsheet gamit ang formula na ""=([weight_limit_max]@row + [weight_limit_min]@row) / 2"""
t1.181,Sanggunian o pormula para sa halaga ng 'avg_weight'
t1.182,"TRUE/PRESENT (1) o FALSE / ABSENT (0), na nagmula sa haligi ng 'Oceanic' sa fishbase 'ecology' tbl."
t1.183,"TRUE/PRESENT (1) o FALSE / ABSENT (0), na nagmula sa haligi na 'CoralReefs' sa fishbase 'ecology' tbl."
t1.184,"TRUE/PRESENT (1) o FALSE / ABSENT (0), na nagmula sa haligi ng 'Mangroves' sa fishbase 'ecology' tbl."
t1.185,"TRUE/PRESENT (1) o FALSE / ABSENT (0), na nagmula sa haligi ng 'SeaGrassBeds' sa fishbase 'ecology' tbl."
t1.186,"TRUE/PRESENT (1) o FALSE / ABSENT (0), na nagmula sa haligi ng 'Mud' sa fishbase 'ecology' tbl."
t1.187,"Totoo/kasalukuyan (1) o hindi totoo / wala (0), galing sa haligi ng 'buhangin' sa fishbase 'ecology' tbl."
t1.188,"TRUE/PRESENT (1) o FALSE / ABSENT (0), na nagmula sa haligi ng 'Estuaries' sa fishbase 'ecology' tbl."
faq,Mga Madalas Itanong:
q1,"Kapag nagdagdag ako ng isang bagong admin1, gaano katagal bago ito lumitaw sa dropdown para sa admin2?"
a1,"Aabutin ng humigit-kumulang 15 minuto bago magamit ang mga bagong entry sa mga dynamic na dropdown. Nalalapat ito sa pagbagsak ng admin2 sa admin3_ref, ang pagbagsak ng species_group sa gear_ref, ang pagbagsak ng admin3 sa buyer_ref, fisher_ref, data_collector, atbp. Tingnan ang Figure 5 para sa buong listahan ng mga dynamic na dropdown at ang kanilang daloy ng trabaho sa pamamagitan ng mga sanggunian na file."
q2,"Sa sandaling idagdag ko o i-update ang isang reference file, gaano katagal bago lumitaw ang mga update sa mga survey ng Kobo?"
a2,Dapat mong makita ang isang na-update na form ng Kobo sa humigit-kumulang na 12-24 na oras.
q3,"Paano dapat maitala ang mga pangalan ng mga mamimili, mangingisda at mga kolektor ng data?"
a3,"Sa isip, ang mga pangalan ay dapat na natatangi hangga ' t maaari sa indibidwal at isama ang kanilang unang pangalan, apelyido at palayaw. Kung ang isang indibidwal ay hindi nais na ibahagi ang kanilang buong apelyido Maaari mo ring gamitin ang unang paunang o unang titik ng kanilang apelyido."
fig5,Dynamic na dropdown na koneksyon sa pagitan ng mga reference na file.
